date_of_drilling,latitude,longtude,use_of_waterpoint,other_useage,funding_source,wrb1a_form_completed,contract_signed,community_agreement,drilling_contractor,driller_licensed,staff_experienced,drilling_rig_model,compressor_specs,equipment_condition,safety_features_condition,equipment_capability,equipment_capability_specs,ppe_available,drilling_equipment_image,location_selection_methodology,hydrogeological_study_done,geophysical_survey_done,min_distance_50m_from_contamination,distance_from_contamination,location_accessible,location_suitable_for_drilling,distance_from_water_bodies,location_photo,perimeter_fence,staff_protected,parking_area,emergency_access,suitable_distance_from_power_lines,distance,materials_stored_safely,chemicals_stored_safely,first_aid_kit,fire_extinguisher,adquate_welfare_facilities,welfare_facilities_distance,site_setup_preliminaries_completed,rig_setup_properly,reference_point,reference_point_height,rig_level_method,rig_setup_problems,setup_problems,drill_rod_length,min_diameter_177mm,min_diameter,casing_stored_properly,where_stored,why_not_properly_stored,index_1,rod_number,depth_from_1,depth_to_1,circulation_method,drill_bit_type,drilling_diameter_mm,time_taken_in_minutes,drilling_comments,water_strike_in_miters,index_2,depth_from_2,depth_to_2,temp_casing_material,temp_casing_diameter,index_3,depth_from_3,depth_to_3,rock_or_soil_type,colour,weathering,grain_size_description,sorting,additional_description,formation_name,index_4,hole_depth_1,discharge_rate_1,discharge_measurement_method,ec_ms_cm_1,tds_mgl_1,ph_1,temp_celcius_1,comments_1,borehole_depth_miters,water_level,measurement_date,borehole_suitable_further_use,installation_design_available,design_agreed_by_driller, date_casing_installation  ,materials_meet_standards,materials_pre_inspected,Index (8),inner_diameter,outer_diameter,material_1,slot_aperture,end_cap_fitted,centralisers_fitted,casing_connection_type  ,index_9,depth_from_4,depth_to_4,casing_inner_diameter,casing_material,casing_material_strength,slotted,gravel_pack_clean, gravel_pack_quality,index_10,depth_from_5,depth_to_5,gravel_min_grain_size,gravel_max_grain_size,gravel_pack_final_level,static_water_level_pre_dev,index_11,duration,method,index_12,time,lift_depth,discharge_rate,ec_ms_cm_3,tds_mg_l_2,ph_3,temp_c_2,turbidity_ntu,sediment,static_water_level_post_dev,final_borehole_design_summary
8/30/2021,-16.22839,35.0875051,Community,,One Foundation ,Yes,Yes,Yes,Blue Water Drilling Ltd ,Yes,Yes,"JCR DT -600
Drilling capacity 200mtr, 4""-12"" hole diameter 
7,900kg pull up force, 5,400kg pull down force 
400kg top head rotary drive-MTR torque,  0-120 RPM","ELGI make 
600CFM /200 PSI 
16 bar",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/88988aacfbf146e7bac6794fef1bfd7a; https://api.mwater.co/v3/images/f05e28c370d24759b52ea84136aa01b1,Survey and community mobilisation ,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/bf0b514af2af4bd5820fc97ebca7c67f,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.3,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/30/2021,-16.2115655,35.1124554,Community,,One Foundation ,Yes,Yes,Yes,Blue Water Drilling Ltd ,Yes,Yes,"JCR DT -600
Drilling capacity 200mtr, 4""-12"" hole diameter 
7,900kg pull up force,  5,400kg pull down force 
400kg top head rotary drive-MTR torque, 0 -120 rpm 

","ELGI make 
600CFM/200PSI 
16 bar",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/5884e2c0732e42bda0fb631442e20e39; https://api.mwater.co/v3/images/34a73fe7f46a43fb8586ca66283571ab,Community mobilisation ,Yes,No,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/dbff7349deac488896e51f2f675eca98,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.2,Spirit level attached to drilling rig,Yes,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2021,-16.1290979,35.0710814,Community,,One Foundation ,Yes,Yes,Yes,Blue Water Drilling Ltd ,Yes,Yes,"JCR DT - 600
Drilling capacity 200mtr, 4""-12"" hole diameter 
7,900kg pull up force, 5,400kg pull down force 
400kg top head rotary drive-MTR torque, 0-120 RPM
","ELGI make 
600CFM /200PSI 
16 bar",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/3d8a5d0d905a43239aad3540573c29f2; https://api.mwater.co/v3/images/344efbb6a66940588e78c06111ed12d4,Survey and community mobilisation ,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/fb44cd362e68428f9023feb49abdd87b,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.2,Spirit level attached to drilling rig,Yes,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,Yes,Yes,Yes,9/5/2021,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,3,27.13,,,,,,,,,,,,,,32.71,https://api.mwater.co/v3/images/a75dd403cdbd4dda99979b41885deea7
9/4/2021,-16.2115334,35.1124803,Community,,One Foundation ,Yes,Yes,Yes,Blue Water Drilling Ltd ,Yes,Yes,"JCR DT -600
Drilling capacity  200mtr, 4""-12"" hole diameter 
7,900kg pull up force,  5,400kg pull down force 
400kg Top head rotary drive-MTR torque,  0-120 RPM
","ELGI make 
600CFM /200PSI 
16 bar",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/fe968c361ede4f0fa396d2e35d37749b; https://api.mwater.co/v3/images/c1f0242af87d4c9eafafab86983fa6c6,Community mobilisation ,No,No,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/b161da0437ab4f4f8cf98105d9977b04,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.2,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,Yes,Yes,Yes,9/4/2021,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,3,6.8,,,,,,,,,,,,,,8.6,https://api.mwater.co/v3/images/3d43fa3e426d45dbb3c3d447799e9b26
10/24/2021,-13.9728618,33.5368473,Education institution,,Post Code,Yes,Yes,Yes,GIMM water experts and drilling ,Yes,Yes,PDR,ELGI 1000-275,Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/be6d4c31d24349b184f67b8a730a5332; https://api.mwater.co/v3/images/e6d483c843c1484aa42533885da649aa; https://api.mwater.co/v3/images/9a5e5a57de2347d3b9fe46fe6ba8356a,Geophysical survey and community mobilisation,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/2b3ecaf1c78444a7b0787c2d7f7705c3; https://api.mwater.co/v3/images/0878803cc52e4201bf0347350b14db4c,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2021,-14.1373503,33.5092718,Education institution,,Post Code,Yes,Yes,Yes,GIMM water experts and drilling,Yes,Yes,PDR,ELGI 1000-275,Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/1e325d3d562146df9cc8999a31894e28; https://api.mwater.co/v3/images/82b75e0ba916486cb4b6ff91f66b9409,Geophysical survey and community mobilisation ,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/eef7fec5552247698a810eaba9e99929,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,,,Yes,Yes,Yes,10/25/2021,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,5,7.75,,,,,,,,,,,,,,9.46,https://api.mwater.co/v3/images/ae18aa26ecd54a2ca76ecfecf3ce0931; https://api.mwater.co/v3/images/e72a05c05be742c8a62eb3552d1197fa
10/26/2021,-14.1567109,33.4439712,Education institution,,Post Code,Yes,Yes,Yes,GIMM water experts and drilling ,Yes,Yes,PDR,ELGI 1000- 275,Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/6f61dee0f9c942bab2b58e5fe8697de8; https://api.mwater.co/v3/images/1e8ebac2fb94415c860e0f59498e9d16; https://api.mwater.co/v3/images/20b576e38b9649ecb58809f8e525c831,Geophysical survey and community mobilisation ,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/b71e4679513a479baa9a9dacaa4c42cc,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.75,,,Yes,Yes,Yes,10/26/2021,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,5,9.43,,,,,,,,,,,,,,19.74,https://api.mwater.co/v3/images/8bc539fc68974050a0bdf21c386ba306
10/27/2021,-14.1425508,33.5491827,Education institution,,Post Code,Yes,Yes,Yes,GIMM water experts and drilling,Yes,Yes,PDR,ELGI 1000- 275,Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/2765fd3636da42ef992e77223455984f; https://api.mwater.co/v3/images/6cb2e58e9ca14ad89f0cb103ad91e6d3,Geophysical survey and community mobilisation,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/f3f330598dfc4c2da90baed6bb01f9f4,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,Yes,Yes,Yes,10/27/2021,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,5,9.23,,,,,,,,,,,,,,11.73,https://api.mwater.co/v3/images/d3ba5b5f441b414a96295d8d28d357db
11/6/2021,-14.1709322,33.6376294,Education institution,,Post Code ,Yes,Yes,Yes,GIMM,Yes,Yes,PDR,ELGI 1000-275,Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/d1535012131f41bfaa422677ed4a4749; https://api.mwater.co/v3/images/9ad96acd2e6045369a4300a25128f583,Geophysical surveys and community mobilisation ,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/12e3bebf571e4959a3cb89c7dc6a52b8,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,0.9,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2021,-14.0624096,33.636408,Education institution,,Post code,Yes,Yes,Yes,GIMME ,Yes,Yes,PDR,"ELGI 1000-275
",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/65e7a1980e5d480b8048095bbb2c97c4; https://api.mwater.co/v3/images/59e67807ad4047bba5e49fc9bc9f12ec,Geophysical survey and community mobilisation ,Yes,Yes,No,,Yes,Yes,Yes,https://api.mwater.co/v3/images/d541f681e4604b46b155efeefb2ca366,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,0.9,Spirit level attached to drilling rig,Yes,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,Yes,Yes,Yes,11/5/2021,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,5,5.89,,,,,,,,,,,,,,6.48,https://api.mwater.co/v3/images/727792198c9b4a84bfe2c35e6c747663
12/9/2021,-14.17150762,33.63840219,Education institution,,Post Code,Yes,Yes,Yes,GIMM Water experts and drilling,Yes,Yes,,ELGI 1000-275,Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/f0f847fccc5b48ab817faf589fa91b61,Geophysical survey and community mobilisation,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/7e9598929df5499c99cdee2f19c8ddf5,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,Yes,Yes,Yes,11/9/2021,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,5,,,,,,,,,,,,,,,23.4,https://api.mwater.co/v3/images/01c2174571b74b769b073a30d8bc871f
10/28/2021,,,Education institution,,Post Code,Yes,Yes,Yes,GIMM water experts and Drilling,Yes,Yes,PDR,ELGI 1000- 275,Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/99cde3beb9024de692721fd8d0931225; https://api.mwater.co/v3/images/9b2c3aa25d914da4b769926d1123bdb6,Geophysical survey and community mobilisation,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/67ab43c389ce473099da578cfd60aa0f,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1,Spirit level attached to drilling rig,Yes,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,10/28/2021,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,
12/16/2021,-14.13397713,33.62011176,Community,,Habitat for Humanity,Yes,Yes,Yes,China Gansu,Yes,Yes,SC 400S,"Ingersoll Rand
Doosan",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/f386683a46ae47d38052c46e8f56c5fe; https://api.mwater.co/v3/images/677f98b798664d439b614667e6c0ef3b; https://api.mwater.co/v3/images/2c4e00d1225d47b3b45bd21285e1700a; https://api.mwater.co/v3/images/f75d3995619649e3aae089790b2d806f,Geophysical survey through community mobilisation,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/b33d336972ae44ccaab70f8aba750a4f,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/2021,-14.13388914,33.62007875,Community,,Habitat for Humanity,Yes,Yes,Yes,China Gansu,Yes,Yes,SC400s,Ingersoll Rand,Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/fc9872fbaaa14c3e830301ab5ab88512; https://api.mwater.co/v3/images/0d688b883200479db29a09900bcd32d1; https://api.mwater.co/v3/images/1265714a1fbb49c3a665d24827e020e9; https://api.mwater.co/v3/images/bb1c6c8de8fe4e72aafe9bc2b3c9a05f; https://api.mwater.co/v3/images/c29da43a587d4372a47a71c8ea8201ec; https://api.mwater.co/v3/images/ef53c0245d5d48618bb455c1a11ee13d,Community Identified a point and was confirmed through geophysical survey ,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/4a2606e4e8f94d54baf2362f29c39801; https://api.mwater.co/v3/images/dbc04a2da2344023a58ac4f204483233; https://api.mwater.co/v3/images/fb11c1096c8e48a19e5b90b08d35b81d,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,0.67,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,Yes,Yes,Yes,12/16/2021,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,11,4.2,,,,,,,,,,,,,,11.2,https://api.mwater.co/v3/images/741c72632cba4cea9de16c94a692e5d3
12/22/2021,-14.1470364,33.5726822,Community,,Post Code,Yes,Yes,Yes,China Gansu,Yes,Yes,PDI,Doosan XHP 750,Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/6e436da842ae41708544dca34f57e750; https://api.mwater.co/v3/images/b1cf6215b10d43c49b983a69f416fafe; https://api.mwater.co/v3/images/cb17538c674f4201a76b6751f52c9b14,Community mobilisation and Survey ,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/9397c8f336084e18959deac694d6e6d2,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.3,Spirit level attached to drilling rig,Yes,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,Yes,Yes,Yes,12/23/2021,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,5,5.9,,,,,,,,,,,,,,6.33,https://api.mwater.co/v3/images/45c6523f82924cab9651268ca01c1a26; https://api.mwater.co/v3/images/946e222b475d4839af87f488c1d83873
12/20/2021,-14.1737544,33.6001237,Company premises,,Post Code,Yes,Yes,Yes,China Gansu,Yes,Yes,PDI,Doosan XHP 750,Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/e76de07a036a4731accf25c421c3355c; https://api.mwater.co/v3/images/546a62de68a744edbf870d82128a41b6,Community mobilisation  and Survey ,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/768820ae96c6455a9ec2c2e0b0cce23f,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.3,Spirit level attached to drilling rig,Yes,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9,,,Yes,Yes,Yes,12/20/2021,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,4.5,9.8,,,,,,,,,,,,,,10.79,https://api.mwater.co/v3/images/70021cf3d5aa406cbf2f7c26f6d81a3b; https://api.mwater.co/v3/images/a64ccf8488604c3798161673aaf92410
12/17/2021,-14.1268026,33.6097132,Test well,,Post Code ,Yes,Yes,Yes,China Gansu,,Yes,PDI,Doosan XHP 750,Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/c73995eb738e417aad3c4150378f2f5a; https://api.mwater.co/v3/images/09f7c86a366a42f1a19a5cd5b35f7a06,Community mobilisation and Survey ,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/94150abe6ba64e4aa05a8cc3db85362a,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.3,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.3,,,Yes,Yes,Yes,12/18/2021,Yes,Yes,,,,,,Yes,Yes,Solvent Cement,,,,,,,,Yes,No,,,,,,3,4.8,,,,,,,,,,,,,,3.42,https://api.mwater.co/v3/images/eba4d90ce6c347f7be93b70a9629f929
12/15/2021,-14.10456522,33.66101842,Community,,Habitat for Humanity,Yes,Yes,Yes,China Gansu,Yes,Yes,SC400S,"Ingersoll Rand
Doosan",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/892a82b6e627432ab6c3434974a40de6; https://api.mwater.co/v3/images/e76430f22ba0406c8d193b45e2f21cd3; https://api.mwater.co/v3/images/da17145c0cf04327858f459cf383019a,Geophysical survey with involvement of community,Yes,Yes,No,,Yes,Yes,Yes,https://api.mwater.co/v3/images/65708e4d2d84485b9685f92da39f857a,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.2,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,Yes,Yes,Yes,12/15/2021,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,11,2.85,,,,,,,,,,,,,,7.4,https://api.mwater.co/v3/images/ecc70000be1f404594317297ed21f0a5
4/3/2022,-14.17166433,33.63934334,Education institution,,Post Code,Yes,Yes,Yes,China Gansu Engineering Co.,Yes,Yes,SC400S/PDI,"DOOSAN, XHP750",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/0dea5ccf12524c9f83cf9025249c783a; https://api.mwater.co/v3/images/611a0657c0b64a9e97a9dc7dfcf53d08; https://api.mwater.co/v3/images/39da29c4d553403c8c98fb655c050326,Community mobilization and Geophysical survey ,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/cafd475bf0de4c6db56643c8bd93677e,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.5,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,No,Yes,Yes,4/3/2022,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,7,13.65,,,,,,,,,,,,,,14.6,https://api.mwater.co/v3/images/d5c14bf833594fd3a18bb15370ef7105
4/4/2022,-14.11025153,33.64246676,Community,,Post Code,Yes,Yes,Yes,China Gansu Engineering Co. ,Yes,Yes,PDI,"DOOSAN, XHP750",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/8a7477b684f64e22bf6fe4ac9d0896ac; https://api.mwater.co/v3/images/f5a0e07c98eb40f6acf87d0b5d7c9418; https://api.mwater.co/v3/images/357c63b5c9f54c54ba13293cd014e71a,Survey and Community mobilization ,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/c33018e2837445288cdfe9247636d886,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.3,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5,,,Yes,Yes,Yes,4/4/2022,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,6,1,,,,,,,,,,,,,,1.82,https://api.mwater.co/v3/images/ebcec209d86049288e309d734de9a881
3/31/2022,,,Education institution,,Post Code,Yes,Yes,Yes,China Gansu,Yes,Yes,,,Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/7431907484f5437295952ea0c3e2ae84; https://api.mwater.co/v3/images/ed01fce68d714ad6ade9f7e930057b2f; https://api.mwater.co/v3/images/686b267ac93446a9944b9b276b56ba94; https://api.mwater.co/v3/images/60575d9052e441f1bc13a3faa5ea43c4,Community Mobilisation and survey,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/9d53e55fd7884aae93eb83d2ecb3e0c3; https://api.mwater.co/v3/images/b20ea79c55d0473c9de4c5e6a7218a0c,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.3,,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,Yes,Yes,Yes,3/31/2022,Yes,Yes,,,,,,No,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,5,4.94,,,,,,,,,,,,,,,https://api.mwater.co/v3/images/9e9f2fafb1b943e5bf16d2f9bbbe2f80
7/13/2022,-16.2118364,35.1865301,Community,,One Foundation ,Yes,Yes,Yes,Blue Water Drilling Ltd ,Yes,Yes,"JCR DT- 600 Drilling Capacity- 200mtr, 4""-12"" hole diameter
700kg pull up force, 5,400kg pull down Force 400kg top head rotary drive. MTR torque, 0-200RPM",ELGI make 600CFM/200PSI 16 BAR,Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/e309e7fdee4947b78fdbbf520fe23b61; https://api.mwater.co/v3/images/c6651ff460e747ecbbbf3f891d9e3984,Survey and community Mobilisation,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/505fe0e8491348f5a9458351c9d4f8c9,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.2,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2022,-16.2117515,35.1865899,Community,,One Foundation ,Yes,Yes,Yes,Blue Water Drilling Ltd,Yes,Yes,"JCR DT-600, Drilling Capacity-200mtr, 4""-12"" hole diameter
7,900kg pull up force, 5,400kg pull down Force.  400g top head rotary drive. MTR torque, 0-200 RPM",ELGI make 600CFM/200 PSI 16 BAR,Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/6691d204aa76411cad12b907274c8cbf; https://api.mwater.co/v3/images/5327d24241bb4e7bb8fe42847edf2d8b,Community Mobilisation ,Yes,No,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/0f11c510955a43a8a3df7a9b83b42ad1,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.3,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,Yes,Yes,Yes,7/15/2022,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,5,10,,,,,,,,,,,,,,18,https://api.mwater.co/v3/images/7acdb2f1e00240eaa8e4dadb252724d1
7/16/2022,-16.2217214,35.1548932,Community,,One Foundation,Yes,Yes,Yes,Blue Water Drilling Ltd,Yes,Yes,"JCR DT-600 Drilling Capacity - 300mtr, 4""-12"" hole diameter7,900kg pull up force, 5,400kg pull down Force.  400g top head rotary drive-MTR torque, 0-200RPM",ELGI make 600CFM/200PSI 16 BAR,Yes,Yes,No,,Yes,https://api.mwater.co/v3/images/9e734f4286ff4749b71ed4d89197000b; https://api.mwater.co/v3/images/36aa191aaf02418f84428ec44230c48a,Community Mobilisation ,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/616d68457f104f28b8413d24c970df0d,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.3,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,Yes,Yes,Yes,7/19/2022,Yes,Yes,,,,,,Yes,Yes,Solvent Cement,,,,,,,,Yes,,,,,,,5,10.6,,,,,,,,,,,,,,16.45,https://api.mwater.co/v3/images/ff7998375d5d4c348a3f081222a52b0c
